NH3-N,TN,TKN,TP,Orthophosphate,WATER TEMP.
0.006703682,0.186785663,0.189218304,0.125091911,0.003755048,0.798283262
0.008681877,0.004973051,0.005375862,0.066259812,0.009823774,0.798283262
0.031854256,0.113912666,0.11315556,0.084715899,0.035412486,0.798283262
0.038494417,0.262263551,0.265698351,0.092809509,0.022819784,0.798283262
0.004391725,0.089236373,0.090461095,0.04138839,0.019416868,0.793991416
0.00505133,0.053233997,0.025649762,0.01704801,0.025773562,0.793991416
0.017825027,0.164000855,0.165304597,0.071821247,0.02479508,0.793991416
0.00738938,0.214666436,0.204823607,0.066219455,0.026888008,0.789699571
0.008004566,0.142707413,0.145211161,0.165213475,0.050960493,0.789699571
0.022184292,0.156433033,0.062846686,0.066687994,0.103058348,0.789699571
0.01113672,0.144796408,0.052939241,0.068440092,0.091066026,0.785407725
0.013046112,0.137402094,0.13748887,0.062174865,0.022350785,0.785407725
0.023662385,0.15599393,0.094880006,0.064182395,0.055706245,0.785407725
0.007610232,0.143049723,0.14311846,0.067096488,0.000199363,0.78111588
0.008404336,0.190914786,0.193464125,0.094669882,0.036836288,0.78111588
0.010035721,0.137101593,0.130629571,0.069248714,0.034445462,0.78111588
0.011119325,0.220886671,0.22138277,0.048984915,0.002338121,0.78111588
0.014381785,0.015381944,0.012091726,0.052676133,0.032127965,0.78111588
0.032392719,0.048013235,0.044034894,0.062568595,0.062758035,0.78111588
0.040723283,0.172670985,0.175049497,0.097453552,0.001354292,0.78111588
0.054032646,0.201063417,0.202110224,0.041454832,0.006921174,0.78111588
0.013667355,0.130028801,0.127736199,0.033629451,0.015476206,0.776824034
0.024579341,0.31300561,0.315335163,0.103713365,0.003942189,0.776824034
0.029357945,0.134828893,0.135060693,0.037612028,0.045529576,0.776824034
0.007986239,0.182936726,0.178162264,0.113652583,0.019215977,0.772532189
0.0097602,0.178276805,0.1690566,0.049125674,0.017679127,0.772532189
0.022520074,0.1937215,0.195449864,0.118281369,0.017767732,0.772532189
0.237862457,0.23488926,0.237182017,0.181622659,0.203228608,0.772532189
0.008144501,0.081469158,0.070923959,0.031402417,0.014862841,0.768240343
0.004969947,0.040608017,0.040041453,0.002623225,0.008601627,0.763948498
0.006523056,0.026590917,0.02570582,0.059714054,0.041370455,0.763948498
0.011167316,0.184789305,0.186534337,0.030535227,0.029394174,0.763948498
0.01230062,0.005608409,0.006620715,0.072707139,0.012191685,0.763948498
0.024732166,0.169360925,0.17036766,0.040328272,0.029163494,0.763948498
0.026136487,0.123558423,0.063220062,0.075788075,0.05464374,0.763948498
0.027490021,0.192466472,0.194260514,0.030184315,0.011656995,0.763948498
0.006833678,0.101947538,0.068665145,0.039535399,0.033808418,0.759656652
0.014864181,0.256816805,0.260611818,0.166731796,0.013380987,0.759656652
0.016955286,0.295916121,0.298323889,0.274788985,0.064667641,0.759656652
0.020345722,0.156541279,0.156597761,0.078908384,0.013184679,0.759656652
0.004094305,0.289944617,0.166392218,0.056244309,0.052155142,0.755364807
0.008906922,0.170255918,0.17279552,0.091010163,0.026389983,0.755364807
0.010483483,0.0065889,0.006652431,0.088111819,0.023191012,0.755364807
0.017866495,0.099393555,0.099545113,0.073425204,0.037458819,0.755364807
0.022455465,0.133626811,0.135971814,0.164674066,0.021921506,0.755364807
0.02904313,0.097162741,0.096337357,0.033137289,0.013184679,0.755364807
0.054203488,0.06006096,0.059229634,0.031660802,0.010893153,0.755364807
0.00386724,0.011734517,0.007564267,0.051445727,0.033961186,0.751072961
0.005726777,0.074018838,0.063122377,0.028276201,0.008489342,0.751072961
0.008732974,0.111859439,0.114072469,0.055917021,0.021320362,0.751072961
0.010669856,0.009553905,0.008198587,0.054004971,0.022350785,0.751072961
0.012598972,0.113291741,0.113452897,0.039241086,0.031948462,0.751072961
0.01702207,0.066163536,0.038431866,0.10494377,0.039766387,0.751072961
0.033635206,0.039309298,0.035340745,0.027030539,0.022173574,0.751072961
0.006631773,0.034576036,0.032992571,0.044260157,0.040530229,0.746781116
0.007765543,0.10698334,0.061307032,0.19884834,0.026704686,0.746781116
0.00936043,0.103187898,0.104398375,0.068226985,0.047754648,0.746781116
0.012673366,0.014550487,0.011235394,0.052380835,0.028079602,0.746781116
0.01300278,0.335475955,0.340061117,0.049308266,0.024733209,0.746781116
0.01512619,0.089118714,0.090970058,0.050920097,0.000199363,0.746781116
0.018873841,0.264653439,0.265559752,0.028068017,0.000810437,0.746781116
0.020576669,0.245013419,0.247751375,0.071181928,0.012707278,0.746781116
0.021097426,0.399866998,0.403116732,0.066210596,0.034266723,0.746781116
0.030130306,0.055354603,0.055185844,0.070541625,0.000963205,0.746781116
0.0312414,0.143372343,0.144099674,0.059123459,0.02968367,0.746781116
0.004748785,0.168042283,0.170261253,0.046853852,0.000199363,0.74248927
0.009473962,0.076297892,0.045116013,0.051839457,0.039155313,0.74248927
0.018823676,0.044137785,0.027561206,0.057893053,0.023420164,0.74248927
0.025489617,0.092399124,0.093795319,0.058385215,0.00287281,0.74248927
0.026339168,0.125798884,0.126121379,0.055417969,0.034131523,0.74248927
0.027828133,0.140882131,0.14148913,0.038624406,0.042232833,0.74248927
0.042733471,0.21019626,0.21137986,0.074680218,0.02183672,0.74248927
0.101114821,0.160372254,0.159832555,0.11892118,0.129976145,0.74248927
0.004599531,0.117745131,0.119791816,0.095603022,0.003637416,0.738197425
0.00569587,0.195280873,0.197956221,0.088086719,0.010958843,0.738197425
0.005746502,0.08304367,0.083809536,0.040519723,0.004782416,0.738197425
0.006569649,0.098621712,0.051007261,0.155685705,0.030600281,0.738197425
0.007172721,0.1162289,0.117320902,0.05806531,0.039074346,0.738197425
0.010505382,0.102550893,0.103205219,0.029920516,0.027304302,0.738197425
0.014884992,0.076176311,0.041177679,0.03471713,0.068769473,0.738197425
0.014909842,0.054334892,0.053520754,0.033629451,0.012420837,0.738197425
0.015434637,0.052671509,0.024795016,0.047526146,0.068280614,0.738197425
0.029819684,0.048844142,0.040992933,0.009021335,0.010129311,0.738197425
0.04092441,0.029273541,0.025888187,0.085404927,0.053973851,0.738197425
0.073757125,0.044631953,0.042031632,0.082993331,0.069403462,0.738197425
0.279548977,0.229490206,0.227913333,0.098151931,0.074826742,0.738197425
0.010980477,0.009114645,0.00785764,0.028068017,0.009365469,0.733905579
0.011282091,0.076452888,0.069674744,0.101520782,0.078830802,0.733905579
0.011477472,0.013303303,0.010101547,0.028264882,0.011504227,0.733905579
0.011648314,0.075042863,0.071202425,0.084322169,0.101026527,0.733905579
0.013263547,0.077603906,0.077490122,0.097758201,0.037014263,0.733905579
0.015035799,0.25733874,0.260143769,0.051180451,0.021716796,0.733905579
0.016175936,0.016607244,0.008258213,0.061728474,0.018562892,0.733905579
0.017300231,0.077397689,0.077801811,0.173944927,0.015323438,0.733905579
0.018481992,0.071356217,0.049001223,0.031168639,0.020823101,0.733905579
0.019786603,0.013389586,0.012464389,0.107109285,0.02532977,0.733905579
0.025711712,0.032704867,0.027066119,0.04785245,0.077976827,0.733905579
0.061689471,0.039556931,0.036386184,0.060846027,0.051835093,0.733905579
0.009319583,0.035731918,0.022688201,0.028953909,0.063598262,0.729613734
0.009752124,0.167598708,0.155659602,0.043678421,0.008907163,0.729613734
0.009784584,0.007804709,0.006890301,0.028215666,0.013872137,0.729613734
0.009812384,0.088229056,0.08944769,0.051233605,0.092447816,0.729613734
0.011418609,0.373575327,0.378683754,0.084987081,0.057930553,0.729613734
0.01817137,0.056295874,0.047494713,0.02280188,0.012420837,0.729613734
0.027352105,0.137689574,0.125208275,0.058237567,0.048245034,0.729613734
0.043487039,0.225410971,0.224707876,0.319083594,0.016240048,0.729613734
0.045372979,0.318264572,0.322570217,0.140591087,0.003183694,0.729613734
0.06544613,0.103139579,0.098093789,0.077776411,0.126538856,0.729613734
0.006616242,0.006282987,0.005510655,0.036139479,0.026169996,0.726180258
0.004353829,0.020413902,0.02097847,0.001279622,0.006401761,0.725321888
0.004771615,0.042642968,0.028921505,0.021259443,0.021405913,0.725321888
0.006616242,0.041329659,0.03323837,0.049083348,0.028919828,0.725321888
0.010606955,0.086549749,0.082482538,0.099415803,0.082277258,0.725321888
0.013512044,0.031979696,0.031398842,0.015419445,0.01700389,0.725321888
0.014506034,0.238573083,0.240890966,0.107192952,0.008678011,0.725321888
0.024694426,0.05127576,0.043213053,0.020833231,0.014712364,0.725321888
0.051873825,0.116066609,0.111878198,0.056268917,0.050612945,0.725321888
0.065374998,0.121277095,0.118482421,0.052823781,0.070931147,0.725321888
0.068026154,0.117870712,0.114494768,0.071033787,0.04526605,0.725321888
0.095772439,0.139138661,0.135138397,0.067883948,0.093540874,0.725321888
0.004613664,0.141215341,0.142360527,0.075368753,0.016825151,0.721030043
0.006838648,0.171021014,0.173808846,0.047415902,0.005291898,0.721030043
0.007941976,0.178802427,0.178643871,0.078414253,0.019277848,0.721030043
0.008562287,0.249401626,0.252726982,0.035566602,0.015398294,0.721030043
0.009149052,0.051153473,0.024141111,0.012902035,0.02134175,0.721030043
0.009968783,0.17736738,0.171996277,0.083868888,0.004274461,0.721030043
0.010340597,0.04433004,0.037956284,0.017333957,0.019776637,0.721030043
0.010389209,0.149914807,0.151215635,0.061227945,0.007990553,0.721030043
0.011039961,0.162648797,0.164037622,0.094111278,0.018072505,0.721030043
0.011182382,0.014974059,0.011068885,0.048984915,0.049467182,0.721030043
0.015686396,0.237255303,0.238266467,0.032152964,0.010129311,0.721030043
0.018285058,0.146523406,0.148052201,0.087317469,0.018662955,0.721030043
0.025626291,0.09073072,0.089121966,0.02280188,0.021586943,0.721030043
0.030285617,0.069003038,0.052014244,0.027723503,0.018531575,0.721030043
0.040846755,0.11151713,0.107992988,0.04839432,0.037627628,0.721030043
0.051488344,0.21303788,0.213748411,0.057833009,0.046450005,0.721030043
0.112045444,0.161351412,0.158470591,0.11852745,0.141510162,0.721030043
0.005628465,0.160202825,0.162350251,0.03599183,0.000581284,0.716738197
0.006420861,0.172084573,0.174252077,0.049121736,0.022034555,0.716738197
0.009229969,0.046589797,0.021284213,0.057990009,0.063910673,0.716738197
0.013356734,0.062492578,0.060974014,0.031168639,0.007073942,0.716738197
0.017375712,0.048427081,0.032781422,0.05369294,0.042326785,0.716738197
0.018326681,0.080298295,0.064938515,0.072510274,0.008601627,0.716738197
0.13620762,0.075890007,0.073771421,0.102089229,0.118060208,0.716738197
0.004865889,0.139133641,0.140851242,0.03638556,0.009976542,0.712446352
0.005447373,0.161460207,0.164048009,0.061635455,0.009695448,0.712446352
0.006833678,0.046647842,0.026562152,0.031660802,0.031516891,0.712446352
0.00826875,0.116450098,0.118484641,0.026684549,0.001643788,0.712446352
0.009784584,0.097005863,0.092610727,0.065620001,0.008601627,0.712446352
0.009784584,0.147050126,0.14145337,0.036582425,0.011656995,0.712446352
0.010669856,0.006855593,0.006834798,0.091704604,0.018913496,0.712446352
0.01355724,0.369396474,0.373981619,0.061044861,0.014517584,0.712446352
0.015389442,0.396193687,0.396537247,0.120742181,0.017175755,0.712446352
0.015466942,0.325665867,0.32873002,0.052080124,0.093761625,0.712446352
0.020331744,0.274767322,0.277025007,0.062470163,0.035336102,0.712446352
0.020688493,0.251502152,0.237816655,0.031857667,0.000657668,0.712446352
0.024112165,0.260662762,0.258455764,0.048711273,0.03690427,0.712446352
0.029724944,0.05829537,0.04112281,0.037236016,0.024475794,0.712446352
0.034490503,0.198046564,0.198685768,0.03987942,0.036032726,0.712446352
0.048647242,0.09938022,0.05890843,0.084801043,0.07225794,0.712446352
0.319951232,0.41080065,0.414119806,0.171188818,0.044731361,0.712446352
0.007149425,0.191907435,0.193355022,0.027526638,0.004629647,0.708154506
0.007920854,0.09951592,0.042578733,0.062174865,0.046029892,0.708154506
0.007998509,0.107865468,0.104599375,0.127829318,0.021175996,0.708154506
0.012362744,0.159255279,0.082303026,0.081516844,0.057029219,0.708154506
0.016554739,0.220868552,0.21663647,0.068429264,0.066893477,0.708154506
0.022004908,0.163392245,0.164897046,0.048317543,0.043774266,0.708154506
0.022696973,0.257220532,0.261066466,0.037691267,0.024262682,0.708154506
0.023141317,0.03268565,0.032033162,0.020833231,0.01700389,0.708154506
0.029571187,0.04208048,0.04149246,0.046474887,0.034708988,0.708154506
0.043284669,0.174580746,0.175302273,0.041259443,0.024396355,0.708154506
0.052246572,0.034191684,0.031264049,0.054890863,0.053973851,0.708154506
0.011337692,0.06994431,0.050983474,0.030676477,0.011656995,0.703862661
0.012569929,0.194604413,0.197630497,0.055577922,0.015789381,0.703862661
0.014224921,0.119175942,0.115251195,0.063396412,0.008983548,0.703862661
0.019569168,0.191603639,0.193626194,0.035105938,0.012420837,0.703862661
0.022837529,0.211459054,0.214697037,0.056222162,0.011011549,0.703862661
0.024382096,0.253538671,0.25687702,0.06568792,0.015125602,0.703862661
0.026276888,0.149481822,0.149830676,0.096096661,0.026964392,0.703862661
0.027707456,0.01797044,0.016801552,0.058237567,0.042134297,0.703862661
0.032459969,0.104379155,0.100777597,0.100071364,0.046793734,0.703862661
0.041002066,0.106810773,0.103077007,0.050855132,0.04526605,0.703862661
0.050920217,0.119984651,0.085806058,0.085754362,0.065530782,0.703862661
0.065796046,0.157085883,0.157329766,0.055214214,0.055425151,0.703862661
0.003677916,0.176968752,0.179235771,0.040282009,0.027251597,0.699570815
0.007407241,0.051226186,0.035077343,0.023008588,0.042722456,0.699570815
0.010911985,0.1319588,0.134021993,0.062332357,0.011191051,0.699570815
0.011552021,0.032511514,0.01923417,0.046597928,0.041095472,0.699570815
0.013281097,0.061584015,0.062111429,0.01941039,0.003422777,0.699570815
0.013597465,0.070276422,0.062236153,0.059185964,0.06419635,0.699570815
0.01388479,0.062461202,0.035759793,0.067441002,0.036329097,0.699570815
0.015919363,0.020692283,0.015168178,0.050609051,0.016163664,0.699570815
0.017947101,0.019567621,0.020502255,0.008506041,0.011492769,0.699570815
0.044456024,0.318609077,0.322433521,0.063995866,0.013184679,0.699570815
0.07082175,0.190505489,0.191088913,0.078908384,0.040682997,0.699570815
0.004690388,0.017507648,0.014058118,0.019455176,0.021816096,0.69527897
0.005061891,0.166942485,0.165989662,0.030791643,0.030716385,0.69527897
0.005396897,0.035173038,0.028958296,0.030489948,0.032280733,0.69527897
0.008864522,0.212092843,0.214181493,0.080078254,0.003179111,0.69527897
0.008950254,0.098599357,0.097295418,0.026669784,0.004220992,0.69527897
0.009939895,0.063747606,0.028147952,0.047409996,0.039155313,0.69527897
0.013694069,0.204860349,0.20797594,0.041787534,0.013875957,0.69527897
0.014219175,0.03073157,0.023927266,0.019903044,0.020326604,0.69527897
0.021168869,0.312219727,0.31606582,0.101154121,0.005851795,0.69527897
0.028545514,0.022793985,0.014573186,0.009675911,0.023473633,0.69527897
0.032003821,0.145653358,0.146318367,0.036505648,0.025242692,0.69527897
0.042104773,0.029744177,0.026427359,0.044457022,0.037169323,0.69527897
0.043603988,0.182854051,0.182265522,0.037714398,0.047022887,0.69527897
0.065432463,0.037556729,0.036330681,0.070098679,0.043356445,0.69527897
0.076780095,0.147649481,0.144471148,0.036041046,0.115004839,0.69527897
0.126003696,0.066579264,0.066460883,0.067293353,0.153655252,0.694420601
0.250858092,0.130499437,0.130638213,0.136737456,0.149606889,0.693991416
0.003882771,0.028371489,0.021884042,0.015911608,0.007837784,0.690987124
0.005513535,0.005977073,0.00507456,0.038551074,0.016392817,0.690987124
0.008011245,0.047745129,0.032283402,0.024121367,0.022996996,0.690987124
0.008405423,0.060789269,0.062343591,0.01172183,0.000199363,0.690987124
0.013807446,0.032107317,0.02282783,0.026630903,0.032464055,0.690987124
0.015835184,0.087465685,0.089227739,0.023862982,0.011021478,0.690987124
0.027268393,0.15813195,0.159183091,0.055054753,0.055088296,0.690987124
0.034918695,0.095622037,0.097162131,0.025730738,0.00379324,0.690987124
0.07937301,0.126121897,0.128454249,0.108156114,0.002841493,0.690987124
0.124370137,0.130308986,0.128889234,0.07295322,0.080937479,0.690987124
0.286205756,0.157813015,0.156442511,0.17847282,0.125545861,0.690987124
0.003230466,0.004274941,0.003631482,0.147909541,0.165800342,0.69055794
0.005324988,0.1636518,0.154937666,0.050295543,0.027327217,0.686695279
0.008122758,0.017617463,0.011623915,0.047951374,0.022885475,0.686695279
0.016075916,0.141324137,0.142439579,0.063330955,0.016181232,0.686695279
0.018202432,0.023665132,0.017253505,0.097610552,0.040682997,0.686695279
0.029664373,0.046726282,0.035997663,0.060206216,0.03457226,0.686695279
0.049809123,0.210808478,0.211961452,0.035352019,0.026628301,0.686695279
0.003735226,0.121885392,0.122175591,0.034761424,0.060313741,0.682403433
0.005300138,0.117488791,0.117114034,0.058947265,0.009000352,0.682403433
0.006182925,0.14675088,0.147419071,0.089665084,0.040246079,0.682403433
0.007324305,0.121470605,0.116833347,0.052316854,0.019982875,0.682403433
0.009177163,0.029594122,0.028477402,0.01542732,0.017503443,0.682403433
0.009939895,0.046255646,0.041627253,0.020833231,0.007073942,0.682403433
0.010095206,0.006599724,0.00515385,0.034466127,0.044247085,0.682403433
0.010203923,0.00593001,0.006248052,0.026936044,0.010129311,0.682403433
0.01227841,0.127183652,0.055063182,0.064861579,0.048122056,0.682403433
0.013616103,0.096899185,0.023339013,0.019568374,0.102195206,0.682403433
0.013822666,0.129322848,0.128925549,0.023294042,0.024642312,0.682403433
0.020833553,0.090716444,0.082052152,0.037965893,0.015393711,0.682403433
0.021550313,0.161048401,0.160929215,0.093251962,0.017234571,0.682403433
0.022580645,0.294124333,0.209471746,0.066112164,0.022656322,0.682403433
0.023073912,0.056075617,0.041009267,0.060816497,0.088927268,0.682403433
0.024787457,0.099721744,0.101685706,0.068031597,0.017309427,0.682403433
0.029533136,0.110770153,0.110361142,0.035155154,0.044196671,0.682403433
0.035589948,0.213958992,0.217106581,0.045244482,0.013261064,0.682403433
0.038656872,0.026402663,0.023858363,0.061535054,0.064056567,0.682403433
0.041312687,0.027571408,0.025127003,0.045638211,0.035106949,0.682403433
0.047502136,0.107937632,0.107161473,0.052528484,0.068868773,0.682403433
0.006374268,0.124393566,0.12460805,0.044260649,0.020868168,0.678111588
0.007384721,0.077445615,0.079097569,0.022545956,0.010052927,0.678111588
0.00819389,0.167672284,0.165067282,0.062796958,0.022701389,0.678111588
0.008794943,0.130875789,0.1328933,0.029931343,0.011650121,0.678111588
0.009023561,0.130954385,0.043189266,0.070246327,0.06283442,0.678111588
0.011013093,0.124613353,0.121547614,0.050225164,0.050101171,0.678111588
0.014596891,0.038681156,0.036989422,0.056179836,0.054435211,0.678111588
0.0178067,0.229108363,0.231428814,0.068661565,0.026118055,0.678111588
0.017875969,0.259238932,0.262997971,0.084418633,0.009143191,0.678111588
0.02177101,0.170700982,0.056933475,0.085781923,0.050971951,0.678111588
0.023587525,0.109039155,0.110982062,0.083066171,0.002116607,0.678111588
0.023870191,0.040559542,0.036744019,0.011806974,0.021518197,0.678111588
0.024114029,0.285664107,0.216917633,0.038686911,0.011656995,0.678111588
0.02876357,0.363412655,0.36650695,0.063651352,0.01555259,0.678111588
0.030166338,0.062443945,0.049925586,0.032482713,0.020265496,0.678111588
0.038502648,0.146854969,0.143025929,0.023687772,0.086055221,0.678111588
0.042592449,0.352919596,0.355101162,0.05336516,0.046335429,0.678111588
0.043071738,0.091737567,0.092034843,0.176848685,0.066806399,0.678111588
0.050466709,0.356174748,0.358853879,0.279759825,0.081777705,0.678111588
0.070508332,0.142207049,0.144665091,0.124194699,0.001932521,0.678111588
0.072078525,0.139038416,0.135615564,0.019209095,0.095374096,0.678111588
0.090815848,0.084957196,0.084477713,0.059758348,0.066241156,0.678111588
0.004673614,0.16907219,0.171006658,0.050149371,0.029242933,0.673819742
0.006531909,0.089204056,0.089568052,0.027412457,0.024022072,0.673819742
0.007876901,0.033078081,0.02372571,0.02029136,0.028128487,0.673819742
0.01422694,0.082003173,0.055908731,0.040171765,0.021777904,0.673819742
0.017394816,0.04798131,0.031240262,0.027231341,0.043738366,0.673819742
0.035721497,0.07653321,0.066524315,0.036090263,0.026169996,0.673819742
0.036331558,0.17097952,0.156609892,0.069966287,0.077603308,0.673819742
0.04081414,0.179494967,0.178766454,0.060353865,0.047786729,0.673819742
0.060036964,0.118484892,0.119354452,0.035352019,0.000581284,0.673819742
0.072909128,0.16972002,0.172266893,0.072067328,0.018012162,0.673819742
0.084776585,0.105877581,0.106775569,0.044850752,0.007990553,0.673819742
0,0.051982969,0.053839262,0.026979846,0.004641105,0.669527897
0.003488282,0.148632874,0.15069803,0.012657923,0.016084988,0.669527897
0.00470126,0.019060668,0.017240898,0.018787804,0.013613195,0.669527897
0.005746502,0.004604386,0.00372663,0.013942958,0.012420837,0.669527897
0.013947536,0.274136827,0.276801727,0.038058912,0.022656322,0.669527897
0.014210943,0.150407327,0.149659886,0.039397593,0.011809764,0.669527897
0.015065153,0.206585543,0.207422655,0.084322169,0.0063101,0.669527897
0.02503611,0.014926996,0.014581432,0.042439156,0.010511232,0.669527897
0.028111265,0.060453156,0.032667482,0.031660802,0.025406154,0.669527897
0.030103282,0.23672725,0.239257433,0.156770923,0.024743903,0.669527897
0.034284716,0.129504435,0.130223051,0.039274061,0.040100949,0.669527897
0.037740538,0.197565025,0.196163474,0.326958191,0.011656995,0.669527897
0.038299501,0.043124977,0.04193688,0.019767207,0.00481908,0.669527897
0.044577322,0.075550365,0.048490596,0.029431306,0.043203676,0.669527897
0.047385342,0.099170787,0.073208462,0.093870118,0.007379479,0.669527897
0.052739373,0.19998927,0.19567029,0.062825996,0.01509734,0.669527897
0.058283504,0.128972459,0.110079901,0.058926594,0.07497951,0.669527897
0.072840791,0.173405725,0.172614342,0.077431897,0.007073942,0.669527897
0.117893829,0.198366047,0.197881768,0.097315255,0.127913771,0.669527897
0,0.153874344,0.155701784,0.100568447,0.011045921,0.665236052
0.004927392,0.012860121,0.010370895,0.021724045,0.035766145,0.665236052
0.005317222,0.095328439,0.093720866,0.018785836,0.024306221,0.665236052
0.006122354,0.062274203,0.048576229,0.027546325,0.039430296,0.665236052
0.010489074,0.180906953,0.081057063,0.116839334,0.051063612,0.665236052
0.010987777,0.035755763,0.037032873,0.024441273,0.019831634,0.665236052
0.01459922,0.088455981,0.087932616,0.032152964,0.010129311,0.665236052
0.014909842,0.017703746,0.018236701,0.040519723,0.022350785,0.665236052
0.014950533,0.236503148,0.240044862,0.047473977,0.01530205,0.665236052
0.015369562,0.314824695,0.317972745,0.044260157,0.016010895,0.665236052
0.015381055,0.207082534,0.089154079,0.190950119,0.073315098,0.665236052
0.015468961,0.012024742,0.010672435,0.055284593,0.024031238,0.665236052
0.016928883,0.110105223,0.044481693,0.072018112,0.049085261,0.665236052
0.019847795,0.234498868,0.068328876,0.12966656,0.096749011,0.665236052
0.021625328,0.125426455,0.124945191,0.062863893,0.029060375,0.665236052
0.022520074,0.093946731,0.065549048,0.062913109,0.016851122,0.665236052
0.022986006,0.119831694,0.115763408,0.04199621,0.02387847,0.665236052
0.023704475,0.111509914,0.1108349,0.093024584,0.003573254,0.665236052
0.025479056,0.317491552,0.321329249,0.071525949,0.014254058,0.665236052
0.028924783,0.235120185,0.238548184,0.097049979,0.026270059,0.665236052
0.029574293,0.169403989,0.166723491,0.030689273,0.021522017,0.665236052
0.03390436,0.090142425,0.089320191,0.045712036,0.039308081,0.665236052
0.03677761,0.019633353,0.019957294,0.048591185,0.009441853,0.665236052
0.037880007,0.108876472,0.109165528,0.04750892,0.020362504,0.665236052
0.00037989,0.063694424,0.06527518,0.030621355,0.00766592,0.660944206
0.002640285,0.12908753,0.079369296,0.108438123,0.046793734,0.660944206
0.004180968,0.044740983,0.032801482,0.043374265,0.068410467,0.660944206
0.012628326,0.245592144,0.249198973,0.049476585,0.014991166,0.660944206
0.013822666,0.117086319,0.116556308,0.042980535,0.004782416,0.660944206
0.013822666,0.178582718,0.179829733,0.056268917,0.0063101,0.660944206
0.018326681,0.03927455,0.038534943,0.040519723,0.022350785,0.660944206
0.02462143,0.117489497,0.091927247,0.123596722,0.041752376,0.660944206
0.02632519,0.014542643,0.014716225,0.038157344,0.008754395,0.660944206
0.027708233,0.107013068,0.107066246,0.030873342,0.038849776,0.660944206
0.030503052,0.181657538,0.083087997,0.064734109,0.056265377,0.660944206
0.036601488,0.043185924,0.032095643,0.029186702,0.006628622,0.660944206
0.047480858,0.279171844,0.249747501,0.122919015,0.037319036,0.660944206
0.052457794,0.0766744,0.050140621,0.036124714,0.042523857,0.660944206
0.012486993,0.010079448,0.008928055,0.027674287,0.172063848,0.660085837
0.018901331,0.015436851,0.013273147,0.02358934,0.042057913,0.660085837
0.006367745,0.020684439,0.018712441,0.025754854,0.011656995,0.656652361
0.008744001,0.183445954,0.04704276,0.06995103,0.057258372,0.656652361
0.010216503,0.173252298,0.176045379,0.099362158,0.003270008,0.656652361
0.010405827,0.098966845,0.100381147,0.033629451,0.0063101,0.656652361
0.010997406,0.015909605,0.012275758,0.033443906,0.040615015,0.656652361
0.015065153,0.122263312,0.120996549,0.121726505,0.007837784,0.656652361
0.017813689,0.186476769,0.061354368,0.127043827,0.086990164,0.656652361
0.020190411,0.097476498,0.080955096,0.04199621,0.022350785,0.656652361
0.02437433,0.275128927,0.278174633,0.057400891,0.015858127,0.656652361
0.033391834,0.07433691,0.061291174,0.172911386,0.032280733,0.656652361
0.038951962,0.021202139,0.021305224,0.044407806,0.011809764,0.656652361
0.054995574,0.114199754,0.110998872,0.077185816,0.078569568,0.656652361
0.056153416,0.068583937,0.070200596,0.042720181,0.001212218,0.656652361
0.005901812,0.090495402,0.090390606,0.021817555,0.018531575,0.652360515
0.005901968,0.041666634,0.042266568,0.024180919,0.004147663,0.652360515
