NH3-N,TN,TKN,TP,Orthophosphate,WATER TEMP.
0.003,8.418143,0.33559,0.11807,0.11807,23.2
0.003,19.6566,0.003,0.208,0.141,24.6
0.003356,0.202063,0.113326,0.06071,0.04042,32.8
0.004,0.947,0.781,0.094,0.134,27.4
0.004,3.751,0.658,0.053,0.023,30.3
0.0041,0.0275,0.0158,0.0564,0.0217,32.1
0.004274,0.565454,0.554789,0.03105,0.006423,30.6
0.005232,0.280749,0.258052,0.06373,0.06273,24.4
0.005299,0.191601,0.174089,0.0531,0.0531,24.3
0.005361,0.160268,0.140811,0.05394,0.05394,26.4
0.005446,0.831322,0.826246,0.079888,0.010775,31.7
0.0058,0.5785,0.3569,0.1239,0.0808,29
0.006,0.978,0.78,0.043,0.007,21.8
0.006753,2.29925,2.237483,0.234652,0.039347,31.3
0.006873,0.229147,0.119133,0.0363,0.03174,28.6
0.007,2.437,0.663,0.11,0.008,30.7
0.0073,0.0249,0.0136,0.0494,0.0285,29.1
0.007684,1.871216,1.859294,0.0689,0.0187,23.6
0.0077,0.762306,0.73622,0.177994,0.037852,32.9
0.0077,1.3009,1.29,0.04484,0.0215,27.1
0.0081,0.0505,0.0293,0.0836,0.0349,26.6
0.008223,0.226757,0.16879,0.09029,0.059268,29.7
0.0089,0.5349,0.2719,0.0256,0.0327,32.3
0.008978,0.670118,0.636316,0.037257,0.002458,30.8
0.009122,1.297021,1.237912,0.0589,0.0589,29.2
0.009221,1.333644,1.252471,0.0754,0.0411,29.9
0.009386,2.578967,2.426166,0.0626,0.0893,30.4
0.0095,0.0411,0.0253,0.096,0.0345,27
0.009568,0.498169,0.473276,0.061355,0.011791,31.4
0.00966,0.134646,0.07965,0.057003,0.022866,31.6
0.009719,0.986533,0.960869,0.11624,0.032393,31.6
0.009909,1.101689,1.032122,0.140256,0.012455,32.7
0.01,0.3642,0.0484,0.1709,0.0035,20.8
0.01,0.691171,0.401871,0.0275,0.0072,20.5
0.01,4.616,0.01,0.076,0.041,32.7
0.010168,0.673911,0.657012,0.048115,0.003049,31.9
0.010634,1.124724,1.119744,0.0609,0.0609,27.8
0.0108,0.0343,0.0108,0.08198,0.0413,29.7
0.011,1.21,1.185,0.093,0.029,30.8
0.011345,0.845881,0.682669,0.139676,0.048435,33.8
0.01145,1.579794,1.57482,0.04602,0.0175,31.9
0.011522,0.133466,0.125422,0.033896,0.022873,31.4
0.011538,1.683102,1.668402,0.082136,0.0191,25.5
0.012,0.178,0.067,0.068,0.038,23.4
0.012307,1.415974,1.365197,0.076,0.0811,24.1
0.012832,0.81395,0.631805,0.149816,0.070307,29
0.012897,1.104247,0.853469,0.203317,0.058931,31.5
0.012955,3.195156,3.187128,0.029455,0.015643,29.8
0.013,0.0598,0.0364,0.1291,0.0238,29.1
0.013154,0.979984,0.956194,0.095261,0.020689,31.1
0.013157,0.566073,0.394558,0.187163,0.04049,30.2
0.013179,0.951499,0.925669,0.053,0.053,26.1
0.013368,0.394565,0.373365,0.058217,0.022484,35.2
0.013379,0.508739,0.339279,0.60642,0.12142,25.1
0.013435,1.895979,1.877379,0.059546,0.0202,26.3
0.013617,0.469253,0.456523,0.030311,0.002956,34.2
0.0137,2.1238,1.2554,0.1451,0.0219,30.7
0.013888,1.567257,1.557234,0.091196,0.010298,24.8
0.013993,0.709612,0.699212,0.155789,0.078,33
0.014162,1.073951,1.039512,0.042046,0.033687,33.3
0.014486,0.721239,0.656606,0.0596,0.0691,22.9
0.0145,0.75127,0.57501,0.12254,0.00744,31
0.014786,1.301684,0.629868,0.379976,0.072752,28.3
0.014821,1.547384,1.446171,0.0422,0.0309,22.2
0.014963,0.083458,0.067873,0.059284,0.010158,32.2
0.014984,1.294224,1.001404,0.0697,0.202,18.9
0.0151,0.1214,0.0869,0.0974,0.0609,27.4
0.015128,1.422061,1.383498,0.0659,0.04,28.3
0.015185,1.603209,1.588035,0.0667,0.0207,30.9
0.015564,0.714701,0.650704,0.0445,0.0391,20.9
0.015611,1.088117,1.06248,0.0407,0.0307,31.9
0.0157,0.0665,0.0411,0.1744,0.0456,29
0.0157,0.0699,0.0428,0.1696,0.111,26.56
0.015769,2.619284,1.879544,0.568704,0.132757,30.8
0.0159,0.0695,0.0427,0.1889,0.0459,29.7
0.015956,1.101357,1.040676,0.0661,0.0172,27.4
0.015985,1.835816,1.660225,0.0693,0.052,30.9
0.016,1.21,0.582,0.119,0.073,31.9
0.016,3.113,0.962,0.093,0.023,30.6
0.016087,0.412049,0.404399,0.091397,0.006916,29.7
0.01628,0.804117,0.69676,0.04378,0.02911,22.1
0.016456,0.857142,0.822185,0.231809,0.079464,27.4
0.01648,0.147427,0.01648,0.107371,0.071631,28.4
0.016728,0.194638,0.164538,0.062942,0.058509,28.4
0.016742,0.80899,0.797432,0.145523,0.015478,26
0.016747,0.355089,0.300417,0.041868,0.03207,31.6
0.016912,1.41861,1.350112,0.0638,0.0523,28.8
0.017,1.242,1.221,0.099,0.023,26.1
0.017,1.369,1.353,0.088,0.023,25.8
0.017,3.037,0.042,0.127,0.056,30.3
0.017061,0.612049,0.603203,0.030235,0.007855,31.8
0.01708,1.28253,1.24137,0.17597,0.12109,26.8
0.017143,1.066354,1.051723,0.047631,0.047631,30.5
0.017302,0.649616,0.621402,0.094656,0.040524,28.9
0.017557,0.126279,0.108927,0.06967,0.03707,34.8
0.01774,1.444427,1.417681,0.0858,0.0303,31.9
0.0178,0.058,0.0379,0.1345,0.0161,26.8
0.017862,1.210876,1.192292,0.0662,0.0088,31.1
0.018,0.087,0.0525,0.116,0.0058,31.1
0.01814,1.527069,1.488559,0.106053,0.018852,28.4
0.018313,1.659226,1.646783,0.0491,0.032,30.9
0.018326,0.94814,0.939938,0.14804,0.029656,28
0.0185,0.2501,0.126,0.1116,0.0922,23.3
0.01866,1.30717,1.26464,0.08546,0.08546,27.1
0.018983,0.76058,0.745046,0.064007,0.007964,34.8
0.019,0.0426,0.0308,0.0577,0.0682,30.4
0.019,0.564,0.397,0.143,0.028,31.2
0.0192,0.25,0.1346,0.114,0.039,27
0.0193,0.0391,0.0292,0.075,0.0399,32.3
0.019304,0.923058,0.916684,0.102586,0.023078,28.3
0.019348,1.318756,1.182888,0.0871,0.0785,21.4
0.019383,0.369889,0.260717,0.067249,0.033446,30.8
0.019478,1.303781,1.266888,0.071542,0.038981,30.8
0.0195,0.0451,0.0323,0.053,0.0165,31.2
0.019558,0.357742,0.308291,0.084253,0.036039,28.2
0.019611,1.220322,1.185731,0.0732,0.0115,23.8
0.01963,1.368744,1.33643,0.107557,0.036568,30.3
0.019684,0.232236,0.1977,0.0466,0.0484,29.7
0.0198,0.061,0.0404,0.051,0.0113,31.5
0.019825,0.861566,0.847195,0.046592,0.010993,33.5
0.019865,0.999808,0.97955,0.214323,0.055691,27.7
0.02,0.377,0.02,0.057,0.045,26.6
0.02,1.53208,1.51884,0.09581,0.04109,28.5
0.02,1.665,1.004,0.238,0.062,31.7
0.02,2.434,0.603,0.044,0.001,17
0.020171,1.359354,1.323541,0.1184,0.0545,25.9
0.0203,0.0733,0.0468,0.1465,0.0096,26.03
0.02061,0.302759,0.26382,0.079287,0.049675,30.3
0.0207,0.0669,0.0438,0.1484,0.0558,31.4
0.020784,1.128839,1.118364,0.1154,0.0018,31.4
0.020789,0.813596,0.8039,0.0731,0.015252,25.7
0.02091,0.20886,0.19056,0.04938,0.0136,30.4
0.021,0.578,0.415,0.119,0.046,29.3
0.021,1.39,1.37,0.093,0.025,28.7
0.021,1.399,1.367,0.091,0.027,25.2
0.021,1.905,1.762,0.124,0.017,26.3
0.021016,0.416141,0.226451,0.061511,0.01097,31.3
0.02105,1.45076,1.38987,0.0373,0.0373,29.3
0.021068,1.236119,1.201038,0.1389,0.0419,21.6
0.021226,9.073006,0.230146,0.06459,0.06459,25.6
0.021233,1.102385,1.086509,0.07521,0.009894,33.6
0.021342,0.524107,0.510245,0.01803,0.010322,32
0.021372,1.885072,1.879592,0.241273,0.024886,30
0.021571,0.77372,0.555915,0.26419,0.28142,30.8
0.021711,1.895396,1.538781,0.0752,0.164,19.7
0.021719,2.490956,2.471802,0.0674,0.0106,31
0.021791,1.742896,1.723241,0.0461,0.0051,25.6
0.021792,0.87578,0.493692,0.05926,0.08804,23.1
0.021844,0.138646,0.128484,0.036497,0.014867,30.6
0.021867,0.722395,0.703087,0.057133,0.021675,26.5
0.021919,1.59037,1.373679,0.0378,0.059,22.4
0.021925,0.449799,0.437551,0.113204,0.044225,29.3
0.022,0.105,0.085,0.137,0.116,23.5
0.022,0.494,0.474,0.124,0.031,24.6
0.022,1.009,0.583,0.077,0.037,31.3
0.022,1.932,1.886,0.141,0.027,31
0.022284,0.5271,0.325047,0.087519,0.061085,29.5
0.0223,2.2147,1.1185,0.534,0.0447,29.63
0.022366,0.668929,0.425996,0.0983,0.05818,22.1
0.022429,1.014388,0.913079,0.201316,0.016032,31.6
0.0225,0.7965,0.5861,0.1067,0.1008,24.9
0.022538,1.38435,1.369843,0.09286,0.01468,33.9
0.02258,0.37626,0.24002,0.04775,0.04347,26
0.0226,0.2676,0.2586,0.0961,0.0339,27.6
0.0226,1.5515,1.5418,0.1363,0.0235,27.3
0.022765,1.054505,0.878305,0.2741,0.11281,32.3
0.022862,0.111185,0.097412,0.039353,0.008424,31.7
0.022919,2.017574,2.009054,0.035899,0.011185,33.3
0.023,0.184,0.177,0.061,0.022,26.7
0.023,0.258,0.22,0.04,0.01,27.6
0.023,0.591,0.316,0.033,0.031,23.7
0.023,3.406,1.919,0.61,0.102,31
0.02309,1.143074,1.11498,0.0526,0.0526,25.9
0.0231,0.0483,0.0357,0.153,0.0123,29.3
0.023171,0.572858,0.561317,0.136072,0.06032,32
0.023172,1.149896,1.135078,0.116498,0.0114,30.9
0.02318,0.80152,0.35106,0.04734,0.10228,23.4
0.0233,0.0733,0.0483,0.0773,0.0813,28.31
0.023312,0.446853,0.441292,0.013452,0.001254,30.2
0.023362,2.10942,2.1018,0.1203,0.037367,29
0.023372,0.839124,0.819192,0.0564,0.0302,22.9
0.023415,1.665627,1.640881,0.030889,0.008946,30.3
0.023417,1.418422,0.657238,0.057969,0.013383,32.2
0.023503,0.32947,0.321331,0.066171,0.006117,24.6
0.023531,1.736663,1.616501,0.0758,0.0082,22.1
0.0238,0.0738,0.0488,0.3182,0.2178,32.39
0.023822,1.436082,1.403207,0.07814,0.01789,28.6
0.02385,1.70612,1.51417,0.0371,0.0371,29.3
0.02393,2.33734,2.31265,0.06332,0.02008,26
0.02397,0.55736,0.52175,0.07798,0.20766,28.4
0.02399,1.2524,1.15312,0.1178,0.0502,21.9
0.024,0.473,0.324,0.087,0.058,25.49
0.024,0.4799,0.4546,0.0922,0.0398,30.22
0.024,0.769,0.757,0.1,0.03,23
0.024,1.268,1.256,0.064,0.02,31.1
0.024,1.98,1.506,0.352,0.036,31.2
0.024067,0.731665,0.725443,0.045619,0.016253,32
0.024293,2.754946,0.386,0.109584,0.052853,30.8
0.02435,1.29558,1.26003,0.19409,0.0513,33.2
0.024366,1.2836,1.1484,0.1262,0.0297,31.5
0.0244,0.3152,0.3092,0.1282,0.0334,27.91
0.02449,0.28331,0.24585,0.0456,0.06599,22.8
0.024498,1.554357,1.547982,0.074589,0.012261,25.9
0.024524,1.747812,1.056554,0.170897,0.096027,30.1
0.024614,0.911096,0.725674,0.037227,0.012457,34.1
0.024681,0.748628,0.6032,0.0843,0.022968,27.6
0.024731,4.290811,4.0378,0.08693,0.03606,30.8
0.02478,0.42353,0.3945,0.05174,0.03349,21.1
0.0248,0.2529,0.2453,0.0613,0.024,31.56
0.02491,0.99288,0.9523,0.09121,0.07643,24.2
0.02498,0.67892,0.29744,0.05126,0.03318,23.9
0.025,0.137,0.118,0.08,0.001,24.6
0.025,0.1426,0.0838,0.0359,0.0274,30.8
0.025,0.442,0.42,0.177,0.07,32.9
0.025,1.56,1.483,0.121,0.039,34.6
0.025,1.849,0.881,0.292,0.133,31.4
0.025,1.973,1.954,0.103,0.034,29.8
0.025004,1.657217,1.653047,0.074241,0.022385,31.6
0.02508,1.34608,1.34005,0.0391,0.0185,26.7
0.025085,0.896608,0.884394,0.128207,0.029456,29.1
0.0251,0.1267,0.05,0.08,0.0345,26.7
0.025108,0.361724,0.249461,0.068068,0.029019,30.2
0.025271,0.3661,0.355747,0.053459,0.00392,31.3
0.02534,1.036781,0.55768,0.24395,0.22304,31.2
0.025378,1.128452,1.091948,0.0677,0.0728,26.2
0.025399,0.437952,0.390216,0.058107,0.00336,24
0.025401,1.537341,1.517361,0.0546,0.0293,30.9
0.02546,1.914178,1.903593,0.043389,0.021797,31.9
0.025512,0.994888,0.947852,0.097,0.097,23.5
0.0256,0.0672,0.0464,0.0698,0.1052,28.68
0.0256,1.814,0.802,0.3121,0.122,27.3
0.0257,0.94128,0.84797,0.08593,0.01816,23.7
0.025717,1.30474,1.277241,0.088347,0.0219,25.8
0.025875,0.515709,0.390383,0.030656,0.015512,23.4
0.025931,0.397944,0.079201,0.088984,0.00683,31.5
0.026051,0.962513,0.946856,0.050664,0.009444,33.8
0.0261,0.34092,0.22415,0.06168,0.04281,26.9
0.02622,1.17617,1.16874,0.10365,0.08077,25.6
0.026274,1.215125,1.200725,0.146879,0.0042,24.9
0.026296,1.043589,0.669289,0.147254,0.1201,34
0.026453,0.614204,0.510936,0.071413,0.015216,28.1
0.026457,0.613924,0.600126,0.126837,0.042316,31.9
0.026466,0.364681,0.3356,0.0693,0.04074,28.8
0.026535,1.252108,0.806885,0.12095,0.08494,29.2
0.026594,0.654939,0.648301,0.047755,0.007648,30.8
0.026681,2.275424,2.263509,0.099517,0.036416,32.6
0.0267,0.854,0.8143,1.1349,0.1365,29
0.02673,1.05931,0.88783,0.055452,0.046573,24.1
0.02673,1.29871,1.24924,0.10615,0.03107,26.8
0.026818,0.399463,0.332638,0.20216,0.05823,21.6
0.026863,0.86039,0.843939,0.086172,0.020509,26.2
0.0269,0.4012,0.2693,0.1575,0.0439,28.8
0.026915,1.369952,1.152245,0.33065,0.12357,27.1
0.026956,2.078324,1.970656,0.19742,0.087854,26.1
0.027,0.23,0.167,0.162,0.181,24.3
0.027026,0.370957,0.360841,0.02549,0.008059,32
0.02705,1.573182,1.54387,0.0883,0.0797,32.2
0.0272,0.208849,0.17307,0.05794,0.03752,33.7
0.0274,0.5464,0.2812,0.1999,0.0432,31.3
0.027496,0.304749,0.272946,0.02868,0.06713,26.6
0.027499,1.42903,1.391329,0.071677,0.009354,30.8
0.027517,0.983328,0.950847,0.0561,0.0272,22.1
0.02752,1.05126,0.70332,0.06996,0.02115,26.7
0.027542,2.26173,2.254004,0.124083,0.025064,26.8
0.02763,0.35872,0.29599,0.03405,0.01298,27.1
0.027633,0.278479,0.220773,0.06078,0.06078,23.3
0.027887,0.127614,0.096537,0.036305,0.009592,31.2
0.0279,0.1689,0.0984,0.1222,0.0452,33.8
0.0279,0.2647,0.2504,0.0844,0.0396,32.87
0.027954,0.804671,0.778684,0.038424,0.021191,29.5
0.027954,1.359623,1.340923,0.164127,0.0017,24.6
0.02799,0.370314,0.35003,0.036851,0.020389,22.6
0.028,0.381,0.279,0.05,0.011,32.4
0.028,0.404,0.321,0.08,0.02,24.2
0.028,0.999,0.982,0.14,0.02,25.5
0.028105,1.349636,1.281405,0.0391,0.0391,25.8
0.028135,0.595972,0.486648,0.082742,0.020483,30
0.028229,0.788748,0.709348,0.153968,0.063,32
0.028242,0.706492,0.696692,0.039891,0.005582,31.3
0.028249,0.294652,0.243199,0.04759,0.10632,24.2
0.0283,18.8024,0.0283,0.1482,0.0639,29.7
0.028361,1.608995,1.582851,0.1167,0.1167,27.3
0.028368,1.446828,1.419644,0.0335,0.016,30.7
0.02843,0.393929,0.285659,0.068861,0.028703,30.1
0.0285,0.205224,0.136424,0.1467,0.0491,21.7
0.0285,0.5248,0.5168,0.0611,0.0118,32.3
0.02857,1.191679,1.071279,0.08072,0.0611,21.5
0.028572,1.823528,1.816912,0.0778,0.0218,25.7
0.02859,0.53769,0.48792,0.08664,0.04078,26.4
0.02866,1.46686,1.46159,0.0322,0.001,29.2
0.028696,0.424001,0.417362,0.059873,0.004002,24.2
0.0287,0.3109,0.2866,0.3029,0.0314,28.53
0.028748,0.627698,0.616218,0.038522,0.009873,32.1
0.0288,2.0509,2.0242,0.1654,0.021,20.3
0.028824,0.546407,0.537504,0.034157,0.006077,26.2
0.028827,0.414787,0.390887,0.02295,0.0074,26.1
0.028839,0.529422,0.525476,0.048349,0.00337,24.8
0.028846,1.00041,0.918736,0.0744,0.0742,21.4
0.028858,0.61335,0.511847,0.26655,0.27725,31.6
0.028882,0.585903,0.496756,0.090348,0.03229,27
0.0289,0.0845,0.0567,0.05,0.0611,30.6
0.029,0.062,0.029,0.1,0.02,26.8
0.029,0.141,0.096,0.06,0.025,26.9
0.029043,0.19968,0.175633,0.02546,0.01568,30.9
0.0291,0.7999,0.7897,0.086,0.0243,25.51
0.02916,0.33377,0.24324,0.03983,0.07452,33.6
0.0292,0.0692,0.0492,0.0778,0.0655,32.1
0.0292,1.89124,1.78719,0.0902,0.0231,29.9
0.029273,1.567209,0.949153,0.19888,0.12703,22.4
0.029274,0.831714,0.823324,0.121781,0.020484,32.4
0.0293,0.0867,0.058,0.1105,0.013,26.06
0.029301,1.430882,1.408289,0.098654,0.021216,32.2
0.029341,0.250398,0.219098,0.072548,0.0293,24.1
0.029362,3.715721,2.101527,0.13195,0.069019,33.9
0.029373,1.852257,1.821548,0.061924,0.033994,30.3
0.029384,0.980541,0.968344,0.03505,0.02167,23.9
0.0294,0.066,0.0477,0.0771,0.0347,32.9
0.0294,0.26949,0.19759,0.04402,0.03733,20.7
0.02949,0.45764,0.18651,0.10422,0.08258,26.9
0.029547,1.740421,1.734896,0.074226,0.015242,32.3
0.029584,0.680721,0.408073,0.181038,0.047344,26.4
0.0297,0.1065,0.0681,0.091,0.0402,26.65
0.029712,0.905646,0.895152,0.231518,0.002503,30.6
0.0298,1.2957,1.2618,0.10434,0.035,26.6
0.029802,0.396602,0.375602,0.02513,0.0051,25.4
0.029811,0.550597,0.543301,0.024541,0.002515,30.6
0.0299,0.0687,0.05,0.06514,0.027,29.4
0.02992,0.58969,0.41669,0.1058,0.0903,31.7
0.029979,1.58052,1.575486,0.040796,0.025372,31.9
0.029982,0.460919,0.456526,0.036777,0.001,25.5
0.03,0.52,0.28,0.052,0.019,26.9
0.03002,3.68014,3.672,0.17878,0.0471,23.1
0.03011,0.96072,0.90481,0.09793,0.04935,19.8
0.030217,0.411512,0.405545,0.015583,0.003707,24.6
0.03027,0.39516,0.34342,0.04368,0.11622,29.4
0.030278,0.802187,0.622608,0.046,0.0599,22.5
0.030281,0.110237,0.096691,0.041806,0.009034,31.4
0.030309,0.714571,0.6954,0.0771,0.016017,25.5
0.030341,0.471894,0.387349,0.088432,0.024306,23.3
0.030384,0.833873,0.727477,0.115895,0.016864,30.1
0.0304,0.0988,0.0646,0.0692,0.0518,32
0.030476,1.658223,1.632899,0.0977,0.0363,31.8
0.03049,0.28141,0.251,0.02994,0.02188,26.6
0.0305,0.0391,0.0328,0.0941,0.0327,32.1
0.030501,0.966654,0.9466,0.0739,0.016274,25.4
0.030599,0.787339,0.459,0.345372,0.041338,30.2
0.030675,0.797997,0.770876,0.031123,0.009187,26.4
0.0307,0.1251,0.0779,0.0582,0.039,30.4
0.03074,0.37771,0.25402,0.0806,0.06023,27.3
0.030786,0.128175,0.1096,0.1117,0.061231,25.5
0.030836,0.211655,0.030836,0.087536,0.024492,27.8
0.031,0.201,0.197,0.063,0.024,25.6
0.031005,0.710402,0.703235,0.021379,0.004001,31.7
0.031025,0.30964,0.072445,0.068488,0.068488,23.3
0.031033,0.279551,0.267579,0.02027,0.00912,33.2
0.031093,0.457276,0.421976,0.10002,0.0286,26.6
0.0311,0.0681,0.0496,0.0913,0.0254,30.5
0.0311,0.4213,0.4004,0.0674,0.0376,27.74
0.03114,0.3723,0.31756,0.0372,0.01322,21.5
0.03117,2.17774,2.15905,0.0456,0.0213,22.9
0.0312,1.493,1.46686,0.1095,0.0314,24.7
0.031222,0.846033,0.814643,0.191423,0.136039,28.8
0.031276,0.163706,0.136256,0.047361,0.014739,23
0.031277,1.156949,1.143889,0.101765,0.026159,34.8
0.031299,1.2157,1.2093,0.0994,0.0121,32.5
0.031305,0.401289,0.395795,0.023323,0.001,24.9
0.031317,0.736548,0.619897,0.04658,0.07617,24.8
0.031318,0.905879,0.535309,0.118949,0.041055,29.2
0.03132,1.11753,1.078406,0.089859,0.020407,32.1
0.031398,0.278181,0.183688,0.0278,0.02246,27.3
0.0314,0.0816,0.0565,0.1503,0.0614,31.5
0.03141,0.52553,0.41144,0.03705,0.02332,23.1
0.03145,0.964998,0.94773,0.06367,0.02601,31.2
0.031489,1.075696,0.559419,0.09113,0.02843,29
0.0315,0.0781,0.0548,0.0851,0.0247,30.2
0.031501,1.068842,0.980781,0.0646,0.079,22.5
0.031506,0.358566,0.263217,0.079461,0.013526,22
0.031527,1.930497,1.136197,0.32754,0.32754,29.2
0.031593,0.296706,0.247083,0.05233,0.04726,20.9
0.0316,1.42564,1.412,0.1019,0.0258,24.8
0.031681,1.453912,1.443112,0.083983,0.026479,26.6
0.0317,0.5101,0.49336,0.02818,0.01354,22.5
0.0317,6.2715,0.3705,0.0775,0.0228,30
0.03183,1.25463,1.21891,0.11087,0.04974,22.1
0.0319,0.7292,0.6503,0.2672,0.0229,20.5
0.0319,0.8412,0.8147,0.0937,0.0122,33.2
0.03199,1.2445,0.6217,0.261,0.17,27.8
0.032,0.341,0.265,0.084,0.03,25.05
0.032,0.595,0.51,0.14,0.04,23.5
0.032,0.759,0.5,0.126,0.037,28.8
0.032,2.276,2.211,0.102,0.018,33.5
0.03205,0.101765,0.08121,0.073524,0.009127,29
0.032065,0.910203,0.608625,0.044228,0.026148,32
0.03211,0.41233,0.408,0.04566,0.00587,23.9
0.03227,1.46014,1.4285,0.0821,0.0447,25.8
0.032277,0.595774,0.343187,0.16809,0.06979,24.9
0.0323,0.1101,0.0712,0.0618,0.0341,32.1
0.03232,1.683907,1.667807,0.143207,0.007444,30.2
0.032321,0.21618,0.173123,0.063011,0.060443,28
0.03239,0.97636,0.63777,0.16901,0.10097,23.6
0.032451,2.36687,2.361325,0.063732,0.018725,32.7
0.03253,0.529825,0.522,0.0951,0.011596,24.1
0.032551,0.534219,0.502031,0.02766,0.007265,24.5
0.032576,1.815405,1.808726,0.0735,0.0062,26.5
0.032584,1.581216,1.5391,0.1007,0.025857,24.1
0.0326,1.0728,1.0195,0.3404,0.2303,27
0.032615,1.520399,1.513806,0.211921,0.005501,33.5
0.03262,0.35899,0.33003,0.04364,0.02326,25.5
0.0327,0.7229,0.4985,0.1197,0.0318,27.3
0.032706,1.819614,1.798441,0.170808,0.022766,33.1
0.0328,3.2638,2.8223,0.2893,0.0281,28.4
0.03281,0.36409,0.31563,0.0811,0.06761,32.6
0.032838,3.399299,0.64485,0.088244,0.036226,31.5
0.032841,1.52276,1.499185,0.100704,0.023039,30.8
0.032887,0.900762,0.885747,0.03179,0.009057,24.9
0.0329,0.0511,0.0329,0.0487,0.1159,25.32
0.032959,0.263285,0.249658,0.067533,0.041925,31
0.032983,0.491726,0.454533,0.035426,0.010367,31.1
0.033,1.282,1.239,0.107,0.023,31.3
0.033,1.317,1.296,0.037,0.015,30.8
0.033,1.378,1.344,0.077,0.024,25.2
0.033,1.596,1.559,0.118,0.025,26.3
0.033,1.711,1.694,0.092,0.013,30.9
0.033,2.428,2.413,0.155,0.011,32.3
0.03302,0.865719,0.71008,0.056497,0.051318,24.4
0.033092,2.174753,2.159724,0.119566,0.039023,32
0.0331,0.4462,0.4394,0.1067,0.0071,26.65
0.0332,0.2425,0.1803,0.0572,0.0293,32.5
0.033268,1.585331,1.568331,0.159703,0.0248,32
0.03327,0.262299,0.220441,0.055844,0.018561,31.9
0.033285,0.3317,0.266355,0.06321,0.02185,22.1
0.033287,1.734744,1.728775,0.081244,0.031953,28.6
0.033327,0.658935,0.352935,0.060646,0.043557,26.5
0.033335,0.494119,0.474295,0.23884,0.03882,28.4
0.033371,1.459372,1.454344,0.122374,0.016987,31
0.033374,0.466574,0.420594,0.01807,0.00977,25.1
0.033421,1.571888,1.565218,0.068613,0.020227,32.9
0.033453,0.411731,0.329633,0.02217,0.00791,23.6
0.033464,1.069184,0.91006,0.1019,0.0134,31.7
0.03357,0.481231,0.474663,0.021808,0.006113,32.9
0.033576,2.161623,2.150323,0.11287,0.001,33.6
0.033608,0.780657,0.748661,0.073042,0.024582,26
0.03366,1.140889,1.120775,0.104924,0.0189,27.5
0.033666,1.096346,1.060329,0.0453,0.0231,30.9
0.033681,1.387778,1.382721,0.118297,0.023687,25.6
0.0337,0.1525,0.0607,0.0252,0.035,31.5
0.0337,0.510421,0.2172,0.163366,0.142492,26.0833
0.03371,1.79268,1.7783,0.0323,0.0184,24
0.033723,0.562943,0.367756,0.060866,0.028763,33.2
0.033754,0.567735,0.391235,0.071621,0.0319,21.2
0.03383,1.15084,1.05362,0.1201,0.1456,22
0.0339,0.1798,0.0801,0.001,0.098,28.2
0.03393,0.36401,0.30898,0.02646,0.00682,22.2
